Timestamp,S_EXPOSE,APERTURE,EXPOSURE
1974.7705859969558,14.415,0.042,36.0
1974.7951997716896,15.605,0.042,35.0
1974.9401883561643,26.113,0.042,60.0
1974.964842085236,50.0,0.042,63.0
1974.964842085236,11.94,0.042,63.0
1975.5052264079147,9.633,0.042,42.0
1975.543713850837,10.478,0.042,48.0
1975.5789687975646,12.771,0.042,76.0
1975.6065315829528,10.751,0.042,60.0
1975.6646308980214,11.046,0.042,15.0
1975.666617199391,13.18,0.042,60.0
1975.6775418569255,13.374,0.042,60.0
1975.7649771689498,15.445,0.042,63.0
1975.8143169710806,12.88,0.042,60.0
1975.822452435312,16.032,0.042,60.0
1975.825190258752,12.354,0.042,60.0
1975.9237785388127,17.951,0.042,60.0
1976.340181010929,10.802,0.042,33.97
1976.397563752277,10.306,0.042,31.13
1976.397614981785,10.861,0.042,21.1
1976.422121660595,11.9,0.042,34.82
1976.4738881299331,14.912,0.042,32.35
1976.4765824225865,9.264,0.042,34.27
1976.5583390255008,19.473,0.042,35.52
1976.5857961445051,13.037,0.042,38.4
1976.585982088646,27.332,0.042,36.85
1976.6293298421372,21.452,0.042,36.4
1976.634887295082,29.225,0.042,39.92
1976.6620636004857,26.417,0.042,36.08
1976.6621774438372,22.686,0.042,38.05
1976.7278024438374,22.657,0.042,39.08
1976.7439814814816,21.631,0.042,34.77
1976.7441655282332,21.401,0.042,36.2
1976.8639552975105,38.0,0.042,35.0
1976.9758898755313,31.563,0.042,35.77
1977.3739041095891,20.009,0.042,36.12
1977.4369235159818,27.665,0.042,35.12
1977.4478919330288,23.693,0.042,36.18
1977.5243949771689,22.35,0.042,35.07
1977.5351921613394,29.752,0.042,36.0
1977.557199391172,36.009,0.042,36.18
1977.5572773972603,34.701,0.042,36.17
1977.620458523592,50.0,0.042,36.05
1977.636796042618,32.524,0.042,34.93
1977.6886263318113,37.343,0.042,35.8
1977.7595985540336,33.609,0.042,38.17
1977.7596784627092,29.462,0.042,36.15
1977.9458713850838,50.0,0.042,32.53
1978.2864421613394,34.569,0.042,33.75
1978.3600742009132,27.415,0.042,36.22
1978.4122583713852,26.038,0.042,34.88
1978.4423249619483,26.001,0.042,34.53
1978.497140410959,34.767,0.042,36.05
1978.6040087519025,43.943,0.042,35.0
1978.6693892694063,37.731,0.042,35.4
1978.7350475646879,32.524,0.042,36.07
1978.7736700913242,26.302,0.042,34.83
1978.8308371385083,20.694,0.042,64.12
1978.839054414003,34.307,0.042,35.6
1979.4121860730593,29.998,0.042,34.6
1979.4696689497716,29.752,0.042,35.23
1979.6282610350077,41.914,0.042,35.47
1979.6968264840182,50.0,0.042,34.08
1979.7295072298325,25.889,0.042,34.02
1979.729663242009,24.07,0.042,34.65
1979.9593892694063,30.0,0.042,34.83
1980.4465733151185,42.011,0.042,35.83
1980.5474916514875,21.787,0.042,34.75
1980.6238350030358,35.0,0.042,35.0
1980.69748595932,21.152,0.042,35.85
1980.6977212355798,19.684,0.042,34.32
1980.7494630388585,24.23,0.042,35.23
1980.7519770795386,21.005,0.042,31.73
1980.7740000758956,24.658,0.042,35.05
1980.8339139344262,26.494,0.042,38.1
1981.4286244292236,23.848,0.042,36.73
1981.488808980213,50.0,0.042,36.33
1981.6012100456621,23.974,0.042,35.0
1981.636491628615,27.793,0.042,34.92
1981.7486929223744,41.817,0.042,37.7
1981.8143759512939,50.0,0.042,36.58
1982.2289573820397,24.459,0.042,36.05
1982.327290715373,18.538,0.042,33.23
1982.3054832572298,21.735,0.042,27.4
1982.3110292998479,18.768,0.042,34.43
1982.376645738204,50.0,0.042,41.55
1982.4641210045663,32.878,0.042,34.97
1982.4697926179604,27.878,0.042,35.82
1982.5269653729072,34.569,0.042,35.67
1982.557250761035,36.963,0.042,34.65
1982.6501788432267,36.664,0.042,35.42
1982.6939687975646,24.998,0.042,34.98
1982.694054414003,21.761,0.042,34.17
1982.7185882800609,50.0,0.042,36.25
1982.7759836377472,29.85,0.042,35.88
1982.776202435312,30.76,0.042,36.57
1982.800660197869,43.418,0.042,36.72
1982.8525913242008,33.609,0.042,36.17
1982.8526750380518,27.415,0.042,35.38
1982.8746289954338,30.0,0.042,36.65
1982.9346841704719,48.656,0.042,35.42
1982.95399543379,41.625,0.042,36.13
1983.127749238965,20.0,0.042,36.82
1983.198845129376,25.561,0.042,33.87
1983.2837328767123,32.466,0.042,35.18
1983.2945471841704,31.563,0.042,36.6
1983.2947050989346,33.546,0.042,35.5
1983.3548611111112,19.705,0.042,35.2
1983.362954718417,19.124,0.042,34.42
1983.37650304414,17.518,0.042,35.13
1983.4367161339421,28.991,0.042,37.47
1983.4424733637748,30.605,0.042,36.25
1983.5024847793,19.705,0.042,36.43
1983.5900646879757,39.713,0.042,36.83
1983.590209284627,36.225,0.042,35.53
1983.6231849315068,24.459,0.042,36.77
1983.6694577625572,21.326,0.042,35.42
1983.6748439878234,33.178,0.042,36.93
1983.6911605783866,25.706,0.042,37.07
1983.7431811263318,27.209,0.042,36.07
1983.7432553272452,25.136,0.042,34.75
1983.773409436834,20.86,0.042,26.13
1983.8252720700152,24.625,0.042,34.02
1983.8280156012177,22.406,0.042,36.42
1983.8527187975646,47.51,0.042,37.42
1983.904541476408,43.837,0.042,39.82
1983.915561263318,40.968,0.042,35.97
1983.9812519025875,50.0,0.042,30.77
1983.9813184931506,40.0,0.042,36.02
1984.016856405586,40.0,0.042,37.0
1984.1164294930177,20.884,0.042,37.97
1984.165655358227,45.6,0.042,27.1
1984.1683041135398,29.655,0.042,35.35
1984.2365892531875,34.114,0.042,31.92
1984.3265311930784,18.221,0.042,32.13
1984.3375777929568,29.414,0.042,25.45
1984.4001593806922,21.866,0.042,38.17
1984.4057149362477,24.591,0.042,36.08
1984.4710116879173,19.641,0.042,37.78
1984.487716302368,25.347,0.042,39.08
1984.561228749241,16.727,0.042,35.73
1984.5803696114147,16.262,0.042,36.25
1984.6292956891318,45.485,0.042,35.47
1984.6375702034002,22.915,0.042,36.08
1984.6538687765635,33.423,0.042,38.23
1984.7111509562842,22.944,0.042,38.15
1984.714006527019,20.21,0.042,35.97
1984.7552462811173,32.818,0.042,34.9
1984.7902227534912,33.239,0.042,36.05
1984.7903043412264,29.948,0.042,39.53
1984.8722374013357,48.268,0.042,37.28
1984.877582346691,47.76,0.042,36.23
1984.9049123406194,30.97,0.042,36.3
1984.9676400273224,50.0,0.042,35.42
1984.9869896023072,30.0,0.042,43.23
1985.1332305936073,25.0,0.042,35.7
1985.1414535768645,30.0,0.042,30.27
1985.1605783866057,30.97,0.042,32.93
1985.2015696347032,29.801,0.042,32.17
1985.2043702435312,28.007,0.042,37.13
1985.2317465753424,28.945,0.042,37.08
1985.2945509893455,28.05,0.042,36.02
1985.3138299086759,22.657,0.042,12.98
1985.38475456621,33.859,0.042,36.8
1985.3849257990867,33.546,0.042,37.12
1985.4532667427702,39.975,0.042,36.9
1985.4534227549468,39.029,0.042,35.25
1985.4671556316591,31.453,0.042,35.33
1985.5436529680364,27.878,0.042,36.0
1985.6034893455098,50.0,0.042,36.0
1985.6066324200913,50.0,0.042,30.0
1985.6284284627093,50.0,0.042,36.0
1985.6858409436834,33.485,0.042,36.0
1985.6859189497716,32.121,0.042,36.0
1985.7131221461186,36.887,0.042,36.0
1985.7924942922375,50.0,0.042,36.0
1985.852555175038,50.0,0.042,36.0
1985.9511529680365,50.0,0.042,33.0
1985.9540334855403,40.0,0.042,36.0
1985.9949543378996,50.0,0.042,36.0
1986.0086643835616,49.859,0.042,30.0
1986.0278633942162,50.0,0.042,34.0
1986.2535235920852,32.466,0.042,35.0
1986.2536872146118,50.0,0.042,30.0
1986.2782857686454,28.762,0.042,28.0
1986.3355384322679,26.34,0.042,36.0
1986.3547850076104,31.508,0.042,35.0
1986.3656544901066,29.51,0.042,36.0
1986.4205726788432,29.038,0.042,36.0
1986.4233143074582,29.85,0.042,36.0
1986.4396251902588,22.268,0.042,36.0
1986.4970776255707,49.722,0.042,31.0
1983.5215563165905,25.206,0.042,36.3
1986.5247127092846,37.497,0.042,33.0
1986.5904147640792,35.104,0.042,36.0
1986.6119520547945,31.563,0.042,20.0
1986.6500761035009,36.887,0.042,36.0
1986.6583485540334,27.168,0.042,36.0
1986.68576674277,29.51,0.042,36.0
1986.732448630137,23.508,0.042,30.0
1986.8115144596652,26.611,0.042,30.0
1986.833508371385,25.779,0.042,37.0
1986.9101008371385,28.05,0.042,37.0
1986.9703386605784,41.817,0.042,37.0
1987.1578082191782,26.226,0.042,35.0
1987.234450152207,50.0,0.042,36.0
1987.3273649162861,15.187,0.042,35.0
1987.3275209284627,23.149,0.042,33.0
1987.4123439878235,50.0,0.042,33.0
1987.4640905631659,35.309,0.042,35.0
1987.491697108067,25.561,0.042,36.0
1987.5572279299847,26.075,0.042,35.0
1987.5574505327245,23.943,0.042,36.0
1987.5737690258752,40.601,0.042,38.0
1987.631158675799,29.998,0.042,36.0
1987.6365734398782,50.0,0.042,36.0
1987.6502910958905,34.372,0.042,36.0
1987.735209284627,36.225,0.042,35.0
1987.7842617960425,41.817,0.042,36.0
1987.8061339421613,45.6,0.042,36.0
1987.866407914764,50.0,0.042,36.0
1987.8664821156774,50.0,0.042,36.0
1987.9622127092846,42.602,0.042,36.0
1987.9758257229832,35.867,0.042,31.0
1988.2092934122647,34.569,0.042,33.0
1988.2119364754099,17.202,0.042,36.0
1988.299231557377,18.167,0.042,36.0
1988.2993055555555,20.098,0.042,36.0
1988.3701654523377,30.553,0.042,36.0
1988.4328893442623,28.491,0.042,36.0
1988.4464860352155,38.127,0.042,36.0
1988.5938126138433,50.0,0.042,30.0
1988.61581284153,28.137,0.042,30.0
1988.6839480874316,27.793,0.042,36.0
1988.7793127656346,30.047,0.042,7.0
1988.8420727079538,50.0,0.042,36.0
1988.8693894201579,33.178,0.042,30.0
1988.8721956587735,26.65,0.042,30.0
1988.9240911505767,25.241,0.042,36.0
1988.9376138433515,29.272,0.042,36.0
1988.93768784153,23.88,0.042,36.0
1988.9949852003642,43.732,0.042,36.0
1989.190700152207,17.654,0.042,36.0
1989.3410977929984,30.197,0.042,36.0
1989.4451902587518,31.896,0.042,35.0
1989.519090563166,36.59,0.042,36.0
1989.5736054033487,26.151,0.042,36.0
1989.5764345509892,50.0,0.042,36.0
1989.6446613394216,50.0,0.042,36.0
1989.644853500761,50.0,0.042,36.0
1989.7404452054795,27.291,0.042,36.0
1989.8115220700151,18.5,0.042,36.0
1989.8117770167428,20.414,0.042,36.0
1989.8991742770168,38.946,0.042,36.0
